Video_Name,Person_ID,Keypoints,Annotations
0000006,0,78.6522,21.407978,66.58462,36.82116,56.651573,35.721382,42.312496,55.4869,63.25092,66.525635,79.76087,36.82174,79.7543,56.659916,0.0,0.0,66.582695,84.141945,59.95095,84.16692,66.55952,123.76556,68.76566,160.07692,74.28675,83.08927,80.81697,120.50486,67.673454,152.36334,75.35541,20.273857,78.66778,18.120138,66.59557,21.411907,0.0,0.0,78.635956,162.32455,80.859116,160.07948,65.42387,153.51631,83.0333,163.46837,74.260254,165.59592,67.657616,163.38011,2
0000006,0,76.46387,21.427002,65.472916,36.833908,55.515594,36.81121,42.313744,57.699158,63.242634,74.25148,76.45239,36.798004,77.55801,58.84702,80.86444,74.22297,66.546684,85.258995,58.84667,85.28493,65.48729,127.03053,67.62251,163.35529,74.271034,84.196915,75.3096,125.96722,65.40045,152.39233,74.28753,20.289928,77.53715,19.193838,66.51327,21.39021,0.0,0.0,73.15495,163.3783,75.38799,157.89996,57.786697,154.6036,80.84219,164.49889,73.13924,173.30035,65.462654,165.5994,2
0000006,0,74.24084,21.461697,64.35619,37.888504,50.056908,37.92645,44.541725,58.862595,57.779114,75.32498,75.3752,35.73449,79.75212,56.636425,76.48631,74.22416,66.48713,83.018524,57.78089,83.04408,64.35245,119.364914,59.961258,155.68965,74.20828,81.96418,70.951225,118.27731,61.020523,152.36774,70.92375,21.346565,74.26001,19.229189,64.31569,21.428186,0.0,0.0,67.67384,161.17389,70.9463,157.88011,56.659664,153.51701,69.85549,163.38646,65.39747,163.39882,57.770584,161.1731,2
0000006,0,74.21864,21.457266,65.405525,34.638947,51.13979,36.821674,45.636993,58.816563,57.7105,75.366295,76.427765,33.50559,84.13168,48.943928,81.9456,52.24403,66.514786,78.655914,57.789078,79.75605,57.723244,118.23026,51.155933,154.58221,74.24417,77.559456,70.92876,117.15184,58.832306,143.5627,69.84192,21.349146,74.228775,20.292068,63.22549,21.427858,0.0,0.0,65.41072,154.61494,66.49253,152.39197,0.0,0.0,58.841213,162.29,52.239735,162.31721,48.96137,157.8808,2
0000006,0,69.86451,22.55599,66.52278,36.792866,54.413918,37.917747,46.699223,57.76881,56.65025,77.524704,80.84838,32.46013,84.19065,52.23732,83.01095,57.752937,66.58848,80.837845,58.872448,80.85853,55.545536,118.30082,41.25762,153.45308,75.32799,80.82745,73.149666,118.30097,65.48132,153.4665,66.56509,22.460411,72.01775,21.402328,59.942734,22.539562,74.18617,21.367027,73.158356,161.19328,75.303635,156.78087,62.12142,155.67923,47.850456,163.3451,40.17173,162.2823,40.136986,154.60422,2
0000006,0,67.669586,28.009232,70.943855,37.90667,56.6528,39.026848,48.969643,58.836155,57.691624,76.457886,84.17552,33.54096,90.74263,54.413166,83.08245,65.46078,72.02054,81.9148,63.22334,81.91791,55.490967,118.21316,38.999825,145.83534,79.76041,80.86346,77.56066,117.16469,76.4778,149.07625,65.48288,24.732859,70.92535,22.578917,63.206562,27.99017,74.28197,22.517862,81.95517,156.77844,85.26228,154.55602,74.27854,153.46083,39.011757,156.8153,32.396187,154.59497,37.90165,149.08757,2
0000006,0,70.95563,31.284895,74.219604,39.0635,58.846718,40.141106,56.59731,61.02236,61.050144,75.33848,86.36506,37.93465,93.000084,56.579266,85.2475,65.42928,74.229065,83.03975,65.408356,83.030174,53.33343,117.13088,38.985996,140.29083,83.059364,83.04389,84.20014,116.05448,87.45731,144.68303,67.62245,30.18213,73.16262,29.11432,65.41472,30.195883,75.39713,27.99521,91.84307,153.49394,95.17396,151.26602,84.17454,146.86612,32.43987,154.54672,30.15839,150.17218,37.93796,143.56412,2
0000006,0,66.4945,31.347593,68.75005,40.159298,56.63706,41.255898,50.054493,63.236004,56.676743,75.3259,83.058556,40.07449,91.817406,56.59712,83.084076,66.572044,70.92094,84.1902,61.01286,84.19084,46.748146,117.145256,31.287788,145.8247,80.836914,84.188866,89.62645,117.151344,91.88388,143.56296,64.35484,30.24039,67.61705,30.2034,61.018948,31.28787,74.18502,30.18431,94.05654,151.2808,100.610695,146.9102,90.73104,144.71367,25.822681,154.56305,22.478642,152.35432,31.32881,151.27805,2
0000006,0,61.0147,33.53203,65.39974,42.311707,50.07334,44.542217,47.80843,64.35589,52.22283,75.342476,76.44367,41.203106,84.15625,58.8247,80.836655,66.5476,65.459435,85.23874,56.610832,84.20074,40.169937,117.167725,29.095848,144.65276,75.31179,85.23941,91.86325,119.41288,84.17305,110.58617,57.776783,31.359741,64.31348,31.322746,56.628696,32.396935,66.58426,31.324326,96.26091,142.47104,100.63877,132.57188,76.46683,109.454384,27.993362,153.46176,22.494944,150.16711,29.081146,145.7713,2
0000006,0,52.22016,33.53686,56.645477,41.21943,43.438694,41.25936,39.026814,59.95658,44.52537,73.12166,67.6821,40.185585,76.47103,56.625164,74.221275,67.627525,56.64861,84.10448,47.82884,84.105896,38.979717,110.56953,32.4589,122.66006,66.49192,83.080124,81.95301,110.53042,92.957695,132.56119,50.00755,31.341698,55.531807,31.329832,47.86368,31.293612,59.925426,31.305769,100.62329,143.6021,102.86681,138.11122,92.95133,134.7702,31.329395,131.49075,29.099709,128.20961,0.0,0.0,2
0000006,0,56.57169,31.3502,56.570694,40.14062,40.170113,40.154144,32.43054,57.779404,39.062794,68.725914,67.64078,40.123222,77.52918,56.578285,73.11898,66.49168,55.49774,85.28622,44.53631,85.28239,37.889557,118.30182,31.353195,147.97592,64.347916,85.272804,81.92115,111.6483,92.94261,134.77383,52.236717,30.212597,56.674595,30.20408,48.883724,30.207829,59.933968,30.186226,100.700195,144.69308,102.87354,140.28546,92.92026,135.89513,30.239193,154.5691,26.928104,153.48253,33.534115,152.37315,2
0000006,0,57.689342,30.2518,56.656155,40.180214,41.237957,41.220886,32.442024,58.859962,40.123615,69.82792,70.953384,40.144466,81.912476,57.737617,73.133965,68.7307,56.602516,90.75586,46.71566,90.75274,41.227142,129.28972,41.20867,163.36024,65.47434,90.73501,78.64992,120.49105,91.804726,144.72093,55.52941,29.106882,58.81218,29.078104,48.982403,30.184715,64.301476,29.083817,97.35185,157.89381,100.70128,153.52222,90.742874,145.81308,41.22712,173.30052,38.99345,173.29967,44.517555,163.44194,2
